country_name,words,count
Japan,ジャニーズ,493
Japan,やってみた,489
Japan,abematv,488
Japan,ヒカル,479
Japan,mv,478
Japan,声優,473
Japan,面白動画,471
Japan,映画,463
Japan,格闘技,457
Japan,lisa,454
Japan,funny,454
Japan,live,453
Japan,莉犬,452
Japan,吉本興業,447
Japan,マンガ,447
Japan,ホロライブ,446
Japan,阪神,443
Japan,谷やん,441
Japan,挑戦,440
Japan,レビュー,440
Japan,あるある,440
Japan,キャンプ,438
Japan,東海オンエア,437
Japan,朝倉海,437
Japan,kpop,430
Japan,笑える,423
Japan,高校生,421
Japan,漫才,420
Japan,niziu,418
Japan,戌神ころね,408
Japan,フィッシャーズ,405
Japan,ビログ,404
Japan,さとみ,403
Japan,マッチョ,401
Japan,講座,397
Japan,潤羽るしあ,397
Japan,夏色まつり,396
Japan,vr,394
Japan,ジェル,393
Japan,猫又おかゆ,390
Japan,角巻わため,390
Japan,不知火フレア,390
Japan,天音かなた,390
