country_name,channel_title,videos,views
Japan,モンスト（モンスターストライク）公式,17,694290.4705882353
Germany,wetternet,17,160729.58823529413
S Korea,소맥거핀,17,393725.23529411765
UK,NASA,17,2862540.882352941
USA,Warner Bros. Pictures,17,9851913.470588235
Canada,Fortnite,17,3946560.588235294
UK,Sky News,17,591727.0
France,Tev - Ici Japon,17,362895.8823529412
Brazil,Desimpedidos,17,1302413.5882352942
France,LE GRAND JD,17,980410.4705882353
France,Jojol,17,558737.2941176471
Canada,Serie A,17,5623089.823529412
UK,Saturday Night Live,17,6198115.529411765
UK,GRM Daily,17,1564385.3529411764
India,Single Track Studio,16,11573298.25
Canada,Ryan Reynolds,16,1601042.25
Canada,TheEllenShow,16,942938.875
Mexico,Mis Pastelitos,16,1841616.5625
Germany,NASASpaceflight,16,803838.125
USA,CalebCity,16,1688414.5625
Germany,Julia Beautx,16,542310.625
France,Chef Verrecchia,16,315053.1875
India,Indie Music Label,16,11996135.625
Japan,ゆうこすモテちゃんねる,16,328085.8125
France,Esile,16,221465.875
S Korea,MBCNEWS,16,1654394.25
Canada,Unbox Therapy,16,3654565.3125
UK,Big Hit Labels,16,37219452.8125
France,Le Vortex,16,107033.5
Japan,藤森慎吾のYouTubeチャンネル,16,894630.5
Brazil,Fortnite Brasil,16,339062.1875
Japan,TOHO animation チャンネル,16,2203427.125
Germany,carwow,16,1967832.0625
Japan,Apex Legends,16,3632602.3125
Mexico,Fred Lammie,16,803878.8125
Russia,MORGENSHTERN,16,5000220.25
France,L'autre chaîne de Cyprien,16,292497.8125
S Korea,아는형님 Knowingbros,16,3238953.25
S Korea,Tottenham Hotspur,16,2006058.9375
Germany,Held der Steine Inh. Thomas Panke,16,580086.0625
France,Clique TV,16,318439.5
Japan,那須川天心チャンネル,16,785233.75
Germany,Leeroy will's wissen!,16,1194255.5
S Korea,PLAYLIST ORIGINALS 플레이리스트 오리지널,16,714021.875
Canada,Simply Nailogical,16,1417046.125
S Korea,코미디빅리그,16,1030918.25
Japan,THE ROLAND SHOW【公式】,16,1317986.125
Germany,HardwareDealz,16,119772.6875
Japan,スカイピースの平和島,16,1099568.8125
USA,NASA,16,3063062.5
S Korea,이과장,16,746996.1875
UK,Warner Bros. Pictures,16,9348661.625
Brazil,BaroesPisadinhaVEVO,16,5074775.1875
USA,LazarBeam,16,6494869.5
Japan,ABEMA 格闘CH【公式】,16,793868.6875
Germany,BangerChannel,16,525776.125
Germany,Isabeau,16,304901.0
Canada,House of Highlights,16,896493.5
UK,The Telegraph,16,1985076.875
Canada,Warner Bros. Pictures,16,9761313.8125
S Korea,리얼:타임:러브,16,391579.75
France,VendeeGlobeTV,16,118374.0
France,Les Inachevés,16,615532.0625
Japan,テイコウペンギン,16,559597.8125
S Korea,JTBC Entertainment,16,1599382.9375
France,Big Hit Labels,16,38984604.125
France,La Maison,16,380540.875
France,Just Helena,16,168946.75
Mexico,Shark Tank México,16,708776.4375
Brazil,Celso Portiolli,16,301635.6875
Germany,Clash of Clans,16,7926001.4375
India,Big Hit Labels,16,40315873.3125
USA,House of Highlights,16,1033405.125
Russia,JYP Entertainment,16,8898406.4375
UK,Footasylum,16,937442.75
UK,Behzinga,16,1421638.625
Brazil,Diana Demarchi,16,161558.5
USA,Simply Nailogical,16,1425778.0625
USA,WWE,16,3254501.9375
France,La Folle Histoire,16,151131.875
Mexico,Lillian Griego,16,354710.6875
Japan,SMTOWN,16,23141754.0
Japan,kouichitv,16,248316.1875
USA,Keeping Up With The Kardashians,16,1126916.0625
France,Ptit Delire Tv,16,231966.0
Brazil,UFC Brasil,16,569455.125
S Korea,SEVENTEEN,16,1482432.125
Brazil,Nois é Pobre,16,475103.125
Mexico,Apex Legends,16,3646972.9375
UK,Fortnite,16,3976053.625
Germany,SurvivalMattin,16,298858.625
Japan,KADOKAWAanime,16,593333.875
France,La Boîte à Questions,16,188829.1875
USA,The Food Theorists,16,2411436.625
France,Ça commence aujourd'hui,16,179419.25
Germany,Dinge Erklärt – Kurzgesagt,16,425362.0
France,Riding Zone,16,222002.5625
Mexico,El Guzii,16,1180111.8125
Japan,ラブライブ!シリーズ公式チャンネル,16,324235.0625
Germany,US Open Tennis Championships,16,601446.5
Mexico,MaiLu,16,1667214.625
France,Yes vous aime,16,252327.75
Japan,カジサックの小部屋,16,449607.375
USA,YoungBoy Never Broke Again,16,5443125.375
S Korea,웃소 Wootso,15,701738.6
Germany,Das schaffst du nie!,15,393924.2
Canada,DAZN Boxing,15,2339515.8666666667
Japan,サッポロ一番 公式,15,311354.6
USA,NBA on TNT,15,903287.4
Japan,水溜りボンド,15,1060286.4666666666
S Korea,KBS 교양,15,930881.5333333333
France,Des Cuts & Des Zooms,15,1105396.8666666667
Japan,手越祐也チャンネル,15,1293962.3333333333
S Korea,올리버쌤,15,1522283.0666666667
Canada,Veritasium,15,2471090.1333333333
Japan,CABHEY RIDE ON!!,15,688100.1333333333
France,Doc Jazy,15,946003.0666666667
Russia,вДудь,15,6852153.266666667
UK,Apex Legends,15,3753640.533333333
Japan,ABEMA 今日、好きになりました。【公式】,15,497893.5333333333
Canada,Mcfly et Carlito,15,4446985.466666667
Japan,東宝MOVIEチャンネル,15,982353.4
Japan,TWICE JAPAN OFFICIAL YouTube Channel,15,1380563.0
France,France Rugby,15,112543.33333333333
Japan,なえなの,15,407434.86666666664
France,Deujna,15,167210.26666666666
Brazil,Jovem Pan Esportes,15,956217.6666666666
Mexico,Tecnonauta,15,1089338.3333333333
S Korea,수빙수tv sooBingsoo,15,834924.2666666667
USA,DEATH BATTLE!,15,1318990.7333333334
Germany,Kim Lianne,15,348461.8
Mexico,Noticias Telemundo,15,994552.2666666667
Japan,JYP Entertainment,15,18992622.933333334
Germany,EHRENPFLAUME,15,700370.4
Japan,Nintendo 公式チャンネル,15,1620762.4
USA,The Film Theorists,15,2454461.466666667
S Korea,옛능 : MBC 옛날 예능 다시보기,15,593663.6666666666
France,VodK,15,717237.0
S Korea,채널 NCT DAILY,15,1299394.0666666667
Brazil,Simone Mendes,15,2330350.7333333334
Germany,LifeisPainTv,15,606861.6
India,Marvel Entertainment,15,5541979.6
S Korea,짧은대본 ShortPaper,15,542437.7333333333
Mexico,SoyFredy,15,1260099.8666666667
Russia,League of Legends,15,4065544.2
France,Brut,15,511769.4
UK,Simply Nailogical,15,1371580.2666666666
S Korea,MBN Entertainment,15,1516698.2
Japan,陣内智則のネタジン,15,864066.3333333334
S Korea,JYP Entertainment,15,20664239.466666665
India,Dude Perfect,15,10680612.4
Japan,スマなろアニメ,15,411284.5333333333
Japan,HikakinTV,15,2878661.8666666667
UK,Soccer AM,15,216124.06666666668
Germany,ruthe.de,15,192838.33333333334
France,Kyan Khojandi,15,302163.4
India,SagaHits,15,6215817.333333333
Germany,NASA,15,3203931.1333333333
Mexico,CNCOVEVO,15,3153516.6
Germany,ZDFsport,15,252548.8
Japan,アニプレックス,15,4065665.3333333335
S Korea,고성국TV,15,38229.066666666666
UK,JJ Olatunji,15,3483064.8
USA,BWF TV,15,125418.0
Brazil,PineappleStormTV,15,2119902.933333333
Japan,きりまる,15,425507.06666666665
S Korea,연합뉴스 Yonhapnews,15,1247015.6666666667
Mexico,Wine XD,15,902555.2
S Korea,SBS ENTER PLAY,15,1057861.2
Germany,colinfurze,15,1230475.3333333333
Mexico,Fede Vigevani,15,2938150.8
Canada,CalebCity,15,1703601.5333333334
India,Saregama Music,15,8639963.066666666
France,Ben Névert,15,208590.2
Mexico,Rancho Humilde,15,2500192.2666666666
France,Konbini,15,725483.2666666667
Canada,The Film Theorists,15,2453789.533333333
Germany,Krass Klassenfahrt,15,444460.0
Brazil,Duduzera,15,515652.6666666667
USA,NikkieTutorials,15,2066203.0666666667
S Korea,Various Artists - Topic,15,554097.6
France,Daniil le Russe,15,364377.73333333334
Japan,虎バン 阪神タイガース応援チャンネル ABCテレビ公式,15,402187.13333333336
Germany,Felixba,15,270992.2
Japan,中町綾チャンネル,15,775780.2
Japan,貴ちゃんねるず,15,1306366.1333333333
Germany,stern TV,15,648430.3333333334
Germany,Die Wollnys,15,98892.86666666667
Canada,NBA on TNT,15,743399.6
France,Bazar du Grenier,15,619604.8666666667
Brazil,Bruno Garcia,15,317835.93333333335
USA,Veritasium,15,2535697.2
Mexico,Kimberly Shantal,15,1526509.6666666667
France,Léonard,15,346952.4
Germany,KMNGANG,15,1231206.6
Canada,The Food Theorists,15,2439075.7333333334
France,JYP Entertainment,15,17658646.866666667
S Korea,KBS Kpop,15,1432975.3333333333
Mexico,Alejandro Flores,14,1397656.9285714286
S Korea,딩고 뮤직 / dingo music,14,1490266.142857143
UK,The Film Theorists,14,2335909.5714285714
Canada,Gus Johnson,14,1320613.2857142857
S Korea,달리 [SBS 교양 공식채널],14,892908.5714285715
Germany,Slavik Junge,14,276168.0714285714
UK,The Game Theorists,14,3630727.714285714
Russia,Stray Kids,14,1208649.9285714286
UK,Veritasium,14,2345572.5
Canada,LazarBeam,14,6585441.928571428
USA,The Voice,14,1413504.2142857143
Brazil,LaLiga Santander,14,1704174.7857142857
UK,Keeping Up With The Kardashians,14,1000086.8571428572
Mexico,Islas Vlogs,14,611482.9285714285
Canada,Donut Media,14,1225092.4285714286
Germany,justin,14,326394.21428571426
Canada,Vogue,14,2555215.8571428573
Mexico,Calle y Poché,14,746160.4285714285
Germany,follow me.reports,14,210387.2142857143
Brazil,Porta dos Fundos,14,573323.2857142857
USA,TUDN USA,14,700354.0
Brazil,Receitas de Pai,14,267986.78571428574
Japan,松竹チャンネル/SHOCHIKUch,14,500707.71428571426
Japan,毎週キングコング,14,539388.9285714285
S Korea,나혼자산다 STUDIO,14,1556048.0
Germany,LUCA,14,434951.0
Japan,はじめまして松尾です,14,807381.1428571428
Brazil,Mauro Cezar,14,213746.42857142858
USA,Tom Scott,14,1227355.142857143
Japan,清ちゃんスポーツ,14,914203.9285714285
Japan,BLACKPINK,14,44936503.0
Canada,Saturday Night Live,14,1168962.642857143
USA,Nintendo,14,3012846.0
Mexico,Ced Mejia,14,545220.6428571428
UK,colinfurze,14,1332319.642857143
Japan,はじめしゃちょーの畑,14,835566.6428571428
Germany,JYP Entertainment,14,17146921.92857143
Japan,(パーソル パ・リーグTV公式)PacificLeagueTV,14,1195198.7142857143
Brazil,GIOH,14,1102725.0
Canada,Mcfly et Carlito la chaîne secondaire,14,2357680.785714286
Canada,Marques Brownlee,14,5859115.928571428
S Korea,피지컬갤러리,14,3613476.1428571427
UK,Screen Junkies,14,1214461.2142857143
Japan,あーたろチャンネル,14,398700.4285714286
India,Clash of Clans,14,7434124.571428572
USA,Screen Junkies,14,1196216.642857143
France,STUDIO CHOOM [스튜디오 춤],14,2351082.6428571427
USA,JYP Entertainment,14,19724892.14285714
Brazil,Viih Tube,14,1593797.5714285714
USA,Marques Brownlee,14,5928546.571428572
USA,MrBeast Shorts,14,4965574.0
USA,Why Don't We,14,1019463.2857142857
Canada,DEATH BATTLE!,14,1300017.0
S Korea,토모토모TomoTomo,14,872036.2142857143
Mexico,Las Estrellas,14,869749.7142857143
Japan,Channelヒプノシスマイク,14,933421.5
Germany,UFC - Ultimate Fighting Championship,14,3866565.5
Canada,Clash of Clans,14,6765919.285714285
Mexico,Katie OnTheRoad,14,1096179.7142857143
UK,MrBeast Shorts,14,4205198.857142857
Japan,Big Hit Labels,14,46870409.64285714
Germany,Brawl Stars,14,12639713.785714285
USA,Ryan Reynolds,14,1917197.2857142857
Mexico,ExtraPolinesios,14,2817758.714285714
Mexico,TV Azteca Deportes,14,811337.3571428572
Canada,BT Sport,14,1880232.4285714286
Brazil,Confederação Brasileira de Futebol,14,298231.71428571426
Japan,テレビ東京スポーツ,14,543501.9285714285
India,MrBeast,14,27610702.0
Mexico,Sofia Castro,14,1272478.142857143
USA,DAZN Boxing,14,2438145.6428571427
UK,ESPN MMA,14,1122223.7142857143
USA,BANGTANTV,14,11970521.57142857
Brazil,Mnet K-POP,14,4110811.0714285714
UK,OneFootball English,14,495323.71428571426
UK,Arsenal,14,579049.4285714285
Mexico,JeanCarlo León,14,1026815.9285714285
Canada,Skip and Shannon: UNDISPUTED,14,1037555.9285714285
Brazil,Wiris Viana,14,2202845.9285714286
Germany,Pocket Hazel,14,241772.57142857142
Brazil,Canal KondZilla,14,4991560.928571428
Germany,Werder Bremen,14,85262.28571428571
Brazil,BANGTANTV,14,12372606.142857144
Japan,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,14,1592574.0714285714
Brazil,Enaldinho,14,1828502.4285714286
Germany,Alycia Marie,14,160199.14285714287
UK,TheMacLife,14,1370152.0714285714
Germany,Fortnite,14,2648507.285714286
Brazil,Todah Music,14,401304.5
UK,Unbox Therapy,14,3957072.0
Germany,Big Hit Labels,14,41786690.14285714
S Korea,신의한수,14,591914.5
Japan,てんちむCH/ tenchim,14,1530291.9285714286
Japan,みきおだ【MIKIODA】,13,918189.8461538461
S Korea,어썸 스토리 Awesome STORY,13,583365.3846153846
UK,JYP Entertainment,13,19382252.615384616
Mexico,Mnet K-POP,13,4334752.153846154
S Korea,꼰대희,13,2005875.4615384615
Mexico,Clash of Clans,13,7440621.692307692
S Korea,그것이 알고싶다 공식계정,13,1251616.6923076923
Mexico,ChristianNodalVEVO,13,4640556.923076923
USA,jeffreestar,13,2659952.6153846155
Canada,Nintendo,13,3064208.4615384615
Mexico,Mikecrack,13,6395062.538461538
Canada,NikkieTutorials,13,2237258.153846154
Mexico,Craftingeek*,13,1110030.3076923077
Canada,MrBeast Shorts,13,5028139.769230769
S Korea,JTBC News,13,1376360.4615384615
Mexico,Danny Alfaro,13,1097184.5384615385
Brazil,Lais Bianchessi,13,746975.3846153846
S Korea,KBS Entertain,13,852580.6923076923
India,realme India,13,12951914.0
Brazil,Camillo JOGA10,13,133275.38461538462
Mexico,Red Bull Batalla De Los Gallos,13,874563.9230769231
USA,Matt Stonie,13,4499714.846153846
Brazil,Bruna Gomes,13,512219.92307692306
Mexico,RULÉS,13,721976.8461538461
USA,colinfurze,13,1323808.0
S Korea,엠빅뉴스,13,1841778.8461538462
Japan,ハラミちゃん〈harami_piano〉,13,1058157.3076923077
USA,ZHC Crafts,13,2204268.076923077
Mexico,MasterChef México,13,1223423.6923076923
S Korea,NCT DREAM,13,1298622.2307692308
Japan,中尾明慶のきつねさーん,13,664443.6923076923
S Korea,1theK (원더케이),13,5695522.230769231
Mexico,Carlos Parra,13,250779.3076923077
UK,Clash of Clans,13,8302628.769230769
Canada,Bachelor Nation,13,284289.76923076925
Germany,Dixie D'Amelio,13,7713470.615384615
UK,Moriah Elizabeth,13,3086772.923076923
S Korea,1theK Originals - 원더케이 오리지널,13,1415663.5384615385
India,DisneyPlus Hotstar VIP,13,11887747.692307692
UK,The Food Theorists,13,2389645.153846154
Brazil,Love Funk,13,2416344.4615384615
Mexico,Un Mundo Inmenso,13,474319.23076923075
S Korea,고기남자 MeatMan,13,1412566.923076923
Canada,colinfurze,13,1312671.7692307692
Brazil,Lucas Rangel,13,1202383.1538461538
Canada,NPR Music,13,2359015.0
Mexico,CNCO,13,347171.1538461539
Mexico,Cellegrini,13,841401.1538461539
UK,Marques Brownlee,13,5908283.384615385
Brazil,Maiara e Maraisa,13,1799958.6923076923
Brazil,Musile Records,13,395321.07692307694
USA,NPR Music,13,2510847.846153846
USA,Babish Culinary Universe,13,1961794.5384615385
Russia,Everton Football Club,13,1254412.7692307692
Mexico,Rich Vagos,13,609276.0769230769
Brazil,Gustavo Henrique Dando Choque,13,150049.76923076922
Brazil,CONMEBOL Libertadores,13,278877.1538461539
India,Unbox Therapy,13,3370392.769230769
UK,The Emirates FA Cup,13,1550671.1538461538
Brazil,Chef Léo Oliveira,13,67734.0
Mexico,MARIANA,13,1390519.5384615385
Mexico,invictor,13,3524190.5384615385
S Korea,SHINee,13,919449.6153846154
S Korea,웅이woongei,13,571322.4615384615
UK,TommyInnit,13,5610388.461538462
Brazil,Sport Club Internacional,13,93211.84615384616
Mexico,Grupo Firme,13,2026246.0
S Korea,예씨 yessii,13,389340.8461538461
UK,Ryan Reynolds,13,1783174.8461538462
Russia,MBCkpop,13,2133829.6153846155
UK,ESPN,13,1561334.6153846155
Canada,Hoonigan,13,2492109.230769231
France,Apex Legends,13,3558732.6153846155
Germany,The Game Theorists,13,3549540.5384615385
UK,BBC,13,1218448.6153846155
Germany,BT Sport,13,1800677.3076923077
USA,Serie A,13,5687650.692307692
UK,AmazingPhil,13,532472.0
Brazil,Sthefane Matos,13,1359799.3076923077
S Korea,SBS Entertainment,13,1869011.6923076923
Mexico,Yair17,13,2622674.6923076925
USA,League of Legends,13,6767648.615384615
Canada,Mnet K-POP,13,4285554.461538462
Brazil,Bianca Andrade,13,795068.1538461539
Mexico,Go Ami Go!,13,996375.8461538461
Mexico,Paulina Del Campo,13,251323.61538461538
S Korea,자이언트 펭TV,13,480148.6153846154
USA,C-SPAN,13,3249709.076923077
USA,Tucker Budzyn,13,1941111.3076923077
USA,Unbox Therapy,13,4163308.4615384615
USA,Gus Johnson,13,1341438.0
UK,olivia neill,13,550002.0
USA,MTV,13,6586853.0
USA,Clash of Clans,13,7061285.769230769
Canada,Matt Stonie,13,4388539.076923077
S Korea,KBS 한국방송,13,1137443.923076923
Japan,内山高志KOチャンネル,13,337194.07692307694
S Korea,황경구의 시사창고,13,74871.61538461539
Canada,League of Legends,13,6529706.0
S Korea,KBS동물티비 : 애니멀포유 animal4u,13,1726279.076923077
S Korea,KBS N,13,1834307.5384615385
UK,DRIVETRIBE,13,1042001.2307692308
Brazil,JYP Entertainment,13,21202062.46153846
S Korea,머니올라,13,231599.46153846153
S Korea,아이템의 인벤토리,13,501643.0
S Korea,ITSub잇섭,13,1077427.3846153845
UK,NikkieTutorials,13,2123707.3076923075
S Korea,사나고 Sanago,13,1464453.8461538462
S Korea,서형욱의 뽈리TV,13,565405.2307692308
Mexico,Amara Que Linda,13,862320.8461538461
UK,MollyMae,13,806789.6923076923
Brazil,Os Donos da Bola,12,676012.8333333334
Mexico,Alex Batako Toons,12,238151.16666666666
Japan,BANGTANTV,12,9220478.916666666
Mexico,AfinArte Music,12,1565745.1666666667
Mexico,Adexe & Nau,12,550666.75
Japan,ARASHI,12,1757920.0
UK,True Geordie,12,492791.0
USA,Drew Gooden,12,1900394.4166666667
Mexico,LA MÁS DRAGA OFICIAL,12,364389.8333333333
USA,Apple,12,15249391.166666666
Canada,MileyCyrusVEVO,12,6792620.083333333
USA,ArianaGrandeVevo,12,12559756.916666666
UK,Kurzgesagt – In a Nutshell,12,3978464.0
Canada,LaLiga Santander,12,2107849.9166666665
Canada,Kurzgesagt – In a Nutshell,12,4087734.0833333335
Canada,ZHC,12,7096232.5
Mexico,BERTH-OH,12,2523294.8333333335
Brazil,João Caetano,12,1348641.8333333333
Canada,Yes Theory,12,1407814.3333333333
UK,F2Freestylers - Ultimate Soccer Skills Channel,12,848244.6666666666
Brazil,Falaidearo,12,1744106.1666666667
Canada,YoungBoy Never Broke Again,12,5533932.333333333
UK,LazarBeam,12,6645643.833333333
Russia,The Emirates FA Cup,12,1650926.0833333333
Canada,Tucker Budzyn,12,2016211.4166666667
India,ZHC,12,5668673.333333333
Japan,株式会社カラー khara inc.official,12,2783113.6666666665
Canada,Screen Junkies,12,1218980.8333333333
UK,This Morning,12,485302.75
USA,ESPN MMA,12,1207246.0
UK,BBC Strictly Come Dancing,12,354673.75
Germany,James Charles,12,11658915.5
France,Mnet K-POP,12,2701997.5833333335
UK,SaffronBarkerVlogs,12,295845.3333333333
USA,Kurzgesagt – In a Nutshell,12,4061514.8333333335
UK,Food Insider,12,790798.0
Brazil,Sunaika Bruna,12,1355956.1666666667
Brazil,Brawl Stars,12,15332986.166666666
Brazil,PEIXE,12,965953.0
Germany,Apex Legends,12,3571241.0
Mexico,La Ross Maria,12,3641108.5833333335
UK,Foil Arms and Hog,12,164065.91666666666
Mexico,Jauja Cocina Mexicana,12,682090.0
Brazil,Bandsports,12,354788.0833333333
UK,Rangers Football Club (Official),12,87405.0
Mexico,Juanpa Zurita,12,713154.4166666666
Mexico,Imagen Entretenimiento,12,697352.8333333334
Brazil,Atila Iamarino,12,388418.3333333333
Canada,Genshin Impact,12,1845490.5
Mexico,Katie Angel,12,2729565.6666666665
USA,Dream Shorts,12,1722504.5
UK,Apple,12,13797670.166666666
Mexico,Kevin Achutegui,12,1171808.6666666667
USA,Donut Media,12,1317970.9166666667
USA,FORMULA 1,12,3856013.8333333335
Germany,Tom Scott,12,1180016.9166666667
Germany,League of Legends,12,6337754.0
Mexico,GONZOK,12,610602.3333333334
USA,Hoonigan,12,2646346.0833333335
UK,Vogue,12,2738746.5833333335
USA,Minecraft,12,2829172.6666666665
UK,Callux,12,1002952.0833333334
Canada,Danny Gonzalez,12,1922981.75
Canada,ABC,12,1164025.5
Mexico,RauwAlejandroTv,12,6153285.833333333
Germany,WWE,12,2994224.6666666665
Germany,ZHC,12,5826902.083333333
UK,W2SPlays,12,1807829.4166666667
Canada,Dude Perfect Plus,12,2000301.6666666667
France,Clash of Clans,12,6798706.333333333
Canada,Drew Gooden,12,1888988.9166666667
India,Diljit Dosanjh,12,6649644.833333333
UK,Dream Shorts,12,1549159.8333333333
Germany,Veritasium,12,2095994.5
Canada,Amixem,12,2278841.6666666665
Canada,Clash Royale,12,3515755.25
Mexico,Stray Kids,12,2228949.0833333335
France,League of Legends,12,6008578.916666667
USA,Mnet K-POP,12,4392543.916666667
Mexico,Sech,12,5108365.666666667
Canada,Apple,12,13810465.666666666
Germany,Unbox Therapy,12,3985778.8333333335
India,Apple,12,12104060.166666666
Canada,BANGTANTV,12,12560277.0
France,Dreamcatcher official,12,2453322.5
Germany,Kurzgesagt – In a Nutshell,12,3759096.0
S Korea,KONNECT Entertainment,12,2303505.5833333335
UK,ZHC,12,6949060.666666667
UK,Chelsea Football Club,12,607294.9166666666
USA,Vat19,12,1150351.25
Canada,Berm Peak,12,588865.0
USA,Yes Theory,12,1413823.5
UK,NPR Music,12,2467673.5
Russia,NCT,12,1686741.6666666667
USA,ZHC,12,7312732.166666667
France,NFL,12,5709395.166666667
Mexico,El Chombo,12,617362.9166666666
USA,Smosh Pit,12,815328.5
Russia,NASASpaceflight,12,1753737.4166666667
Canada,Stray Kids,12,1566995.3333333333
Russia,starshipTV,12,1967969.6666666667
Germany,Motion Station,12,537015.6666666666
USA,Danny Gonzalez,12,1954063.9166666667
Canada,NBA on ESPN,12,557187.4166666666
India,Marques Brownlee,12,5001526.333333333
Canada,Des Cuts & Des Zooms,12,1105353.8333333333
Canada,Dream Shorts,12,1739079.9166666667
Canada,jeffreestar,12,2697886.25
Mexico,Ozuna,12,18972803.416666668
Russia,Cyberpunk 2077,12,1717543.1666666667
USA,Markiplier,12,4995168.0
S Korea,MBCkpop,12,1819504.5
UK,Jake Paul,12,3500514.5
Canada,Justin Bieber,12,1685571.5833333333
USA,XXL,12,2126079.1666666665
USA,JustinBieberVEVO,11,18365256.727272727
Russia,FORMULA 1,11,3135865.727272727
France,BillieEilishVEVO,11,10501655.545454545
Canada,FortNine,11,386242.45454545453
Brazil,Serie A,11,5829034.545454546
UK,Tucker Budzyn,11,1812058.9090909092
USA,JxmyHighroller,11,1020866.7272727273
France,BANGTANTV,11,12679753.545454545
France,Apple,11,11557529.454545455
UK,Wendover Productions,11,700454.4545454546
UK,Danny Gonzalez,11,1945459.0909090908
Canada,JxmyHighroller,11,1006238.3636363636
Canada,emma chamberlain,11,3827199.727272727
Germany,MrBeast Gaming,11,12324543.272727273
UK,Hoonigan,11,2641926.1818181816
USA,SmarterEveryDay,11,2294484.0
USA,Sidemen,11,7152358.181818182
Russia,FC Barcelona,11,2029718.0909090908
Mexico,FORMULA 1,11,3636435.8181818184
Germany,MTV,11,7693941.909090909
UK,Drew Gooden,11,1848581.9090909092
UK,DAZN Boxing,11,2500570.0
USA,Smosh,11,681194.7272727273
USA,TheEllenShow,11,1226052.4545454546
UK,JxmyHighroller,11,901307.8181818182
UK,JustinBieberVEVO,11,15204186.0
USA,TheMacLife,11,1369603.0909090908
Canada,WWE,11,3328406.5454545454
Russia,Chelsea Football Club,11,1707861.0909090908
Canada,XXL,11,2227360.6363636362
S Korea,aespa,11,2942338.0
Canada,Why Don't We,11,1162437.4545454546
Germany,Marvel Entertainment,11,7977278.454545454
Canada,Young Merkules,11,342879.45454545453
USA,The Official Pokémon YouTube channel,11,2059607.7272727273
Canada,Wendover Productions,11,701771.0
Germany,MileyCyrusVEVO,11,6288488.363636363
Canada,C-SPAN,11,3778872.272727273
USA,ABC,11,1241998.8181818181
Brazil,League of Legends,11,7425083.0
UK,The Try Guys,11,2328454.909090909
Canada,Sidemen,11,7130182.636363637
UK,MileyCyrusVEVO,11,6448140.818181818
UK,Matt Stonie,11,4308844.545454546
France,Fortnite,11,3055924.8181818184
UK,MTV,11,7292738.090909091
Canada,Markiplier,11,4971755.818181818
Russia,Tottenham Hotspur,11,2208402.6363636362
India,5911 Records,11,5064733.363636363
Russia,US Open Tennis Championships,11,368801.8181818182
Germany,Apple,11,12431395.454545455
USA,Dude Perfect Plus,11,2148412.8181818184
Germany,JustinBieberVEVO,11,13242320.272727273
Canada,Trash,11,738658.8181818182
Canada,Tottenham Hotspur,11,1951836.2727272727
India,Amit Bhadana,11,11980999.181818182
USA,Clash Royale,11,3789329.4545454546
Canada,Brawl Stars,11,16012454.181818182
USA,Moriah Elizabeth,11,3566385.4545454546
USA,Fox News,11,5475957.454545454
India,Hombale Films,11,17766281.90909091
Canada,MTV,11,7283226.090909091
UK,jeffreestar,11,2751937.6363636362
USA,Complex,11,1039273.9090909091
Canada,The Emirates FA Cup,11,1835015.0
France,TheWeekndVEVO,11,6030564.454545454
USA,merrelltwins,11,1078856.6363636365
USA,Vogue,11,2861015.1818181816
UK,NBA,11,2437084.4545454546
UK,NBA on TNT,11,991195.0909090909
Russia,Arsenal,11,1052530.4545454546
USA,Dead by Daylight,11,616342.8181818182
Japan,TREASURE (트레저),11,7230579.7272727275
Canada,SmarterEveryDay,11,2209586.3636363638
Germany,ABC,11,622444.0909090909
USA,charli d'amelio,11,5752284.0
USA,You Suck At Cooking,11,636652.8181818182
Germany,DAZN Boxing,11,1320367.1818181819
UK,Nintendo,11,3071082.0
France,FC Barcelona,11,2092301.1818181819
Germany,Vogue,10,2568090.5
Germany,Matt Stonie,10,4010625.3
Germany,Mnet K-POP,10,2968191.7
UK,Dead by Daylight,10,636623.5
UK,YoungBoy Never Broke Again,10,5684763.9
UK,House of Highlights,10,889658.1
Russia,ONEUS,10,958594.2
France,TREASURE (트레저),10,6616988.5
India,JustinBieberVEVO,10,14668623.3
UK,Dude Perfect Plus,10,2186685.6
UK,Star Wars,10,1886027.2
Brazil,FORMULA 1,10,3643805.2
USA,Star Wars,10,1934425.6
India,Tottenham Hotspur,10,2827743.4
Mexico,Dua Lipa,10,8193438.4
Japan,SEVENTEEN,10,1436363.6
Canada,Minecraft,10,3094176.5
Russia,STUDIO CHOOM [스튜디오 춤],10,1990474.5
Germany,charli d'amelio,10,5444134.0
Russia,Liverpool FC,10,1543912.0
UK,League of Legends,10,7236102.1
Germany,NikkieTutorials,10,2476097.2
USA,BT Sport,10,2050375.6
Canada,Babish Culinary Universe,10,2014668.9
Canada,ArianaGrandeVevo,10,14889971.5
Brazil,ArianaGrandeVevo,10,14655393.1
UK,FC Barcelona,10,2940285.9
Germany,BBC,10,1918315.2
France,MAMAMOO,10,5697099.5
UK,charli d'amelio,10,5725979.2
Russia,Marvel Entertainment,10,5335624.4
Germany,Dead by Daylight,10,614495.3
Germany,SmarterEveryDay,10,2006918.2
UK,Everton Football Club,10,990532.2
Germany,Simply Nailogical,10,1498358.9
USA,PlayStation,10,4749722.9
