country_name,channel_title,videos,views
France,JustinBieberVEVO,10,14763883.3
Russia,Fortnite,10,2827771.6
France,Stray Kids,10,1909751.5
UK,Gus Johnson,10,1325382.2
Canada,Jake Paul,10,3747632.9
USA,Justin Bieber,10,1760445.4
Canada,Dead by Daylight,10,594203.7
Canada,The Official Pokémon YouTube channel,10,2145963.1
India,SMTOWN,10,19145743.6
India,OPPO Mobile India,10,20518451.8
Canada,SQUEEZIE GAMING,10,1728141.6
France,ArianaGrandeVevo,10,12932969.9
Canada,Call of Duty,10,2388021.3
India,Rehaan Records,10,7812606.7
India,Warner Bros. Pictures,10,11258954.7
Mexico,KatyPerryVEVO,10,3455020.8
Canada,You Suck At Cooking,10,641496.8
Mexico,JustinBieberVEVO,10,17331847.9
Canada,SSSniperWolf,10,6464341.0
UK,Brawl Stars,10,16771398.3
USA,FC Barcelona,10,2402123.1
Canada,Liverpool FC,10,2144846.8
Canada,Vat19,10,1098841.3
Canada,Chelsea Football Club,10,2276236.1
Canada,FC Barcelona,10,2751935.9
India,FC Barcelona,10,2824161.0
USA,Call of Duty,10,2408761.4
USA,Berm Peak,10,608962.9
USA,Jake Paul,10,3800918.6
UK,Berm Peak,10,564356.7
USA,Genshin Impact,10,2074490.4
Canada,The Voice,10,1185214.3
Canada,Inoxtag,10,2583396.8
Canada,Star Wars,10,1898598.8
Canada,JOYCA,10,2434540.3
Canada,TheMacLife,10,1445593.8
Mexico,ArianaGrandeVevo,10,14719108.5
Canada,Smosh Pit,10,846223.6
USA,BillieEilishVEVO,10,13113771.3
Mexico,SelenaGomezVEVO,10,9851175.5
Canada,Complex,10,975157.0
Mexico,Brawl Stars,10,12861541.1
Mexico,Daddy Yankee,10,9348564.0
Canada,ZHC Crafts,10,2326366.3
Canada,charli d'amelio,10,5713215.5
Canada,ESPN MMA,10,1303031.2
Mexico,League of Legends,9,7838924.0
Canada,Cyberpunk 2077,9,4623208.888888889
S Korea,Stone Music Entertainment,9,9456129.111111112
Mexico,The Tonight Show Starring Jimmy Fallon,9,7535268.555555556
USA,NBA on ESPN,9,678911.2222222222
Russia,Apple,9,10417590.444444444
Canada,Addison Rae,9,5210781.333333333
Mexico,MTV,9,10094360.777777778
Brazil,The Tonight Show Starring Jimmy Fallon,9,7314356.333333333
UK,Dua Lipa,9,7610848.555555556
Russia,Warner Bros. Pictures,9,3528789.6666666665
UK,Cyberpunk 2077,9,5032996.444444444
Germany,House of Highlights,9,1240700.7777777778
UK,Manchester United,9,1154625.4444444445
France,Dua Lipa,9,7503741.555555556
Canada,NCT,9,4633936.222222222
UK,SmarterEveryDay,9,2416442.777777778
UK,Minecraft,9,3190836.888888889
Brazil,JustinBieberVEVO,9,19494106.0
USA,I Talk,9,394571.55555555556
UK,C-SPAN,9,4370068.555555556
Russia,JustinBieberVEVO,9,8737946.222222222
Germany,Why Don't We,9,1195335.7777777778
Russia,BillieEilishVEVO,9,7898475.111111111
India,The Emirates FA Cup,9,2023383.3333333333
Mexico,starshipTV,9,4942563.333333333
USA,Megan Thee Stallion,9,5274881.888888889
Canada,BillieEilishVEVO,9,13732930.444444444
France,Genshin Impact,9,1789957.5555555555
Canada,Dua Lipa,9,9008868.222222222
UK,XXL,9,2507124.777777778
USA,Ozuna,9,18077293.777777776
UK,Yes Theory,9,1456217.7777777778
France,DAZN Boxing,9,3158171.111111111
France,Call of Duty,9,2606186.6666666665
Mexico,PlayStation,9,4743170.111111111
Germany,jeffreestar,9,2788497.0
UK,Why Don't We,9,1309138.4444444445
Canada,Dr Nozman,9,885413.8888888889
UK,DEATH BATTLE!,9,1465947.3333333333
India,Justin Bieber,9,1437027.111111111
Mexico,NFL,9,5761949.0
Germany,Marques Brownlee,9,6163178.222222222
Germany,Star Wars,9,1984629.7777777778
Canada,MBCkpop,9,4494560.888888889
Mexico,BillieEilishVEVO,9,14787872.777777778
Russia,PlayStation,9,2358143.222222222
Canada,LE GRAND JD,9,1203976.4444444445
Canada,I Talk,9,397176.0
Mexico,FC Barcelona,9,2981874.0
USA,Shiloh & Bros,9,9390239.111111112
Canada,merrelltwins,9,1203157.5555555555
Germany,Serie A,9,5132380.111111111
UK,TheEllenShow,9,1344350.111111111
UK,ArianaGrandeVevo,9,14014671.333333334
UK,The Official Pokémon YouTube channel,9,2205907.4444444445
Germany,Minecraft,9,3130492.3333333335
Mexico,Bad Bunny,9,25513840.555555556
Brazil,MTV,9,9866860.222222222
UK,First We Feast,9,2582816.777777778
Germany,NBA,9,2313368.4444444445
Mexico,CamiloVEVO,9,14023058.333333334
Canada,HBO Max,9,5713088.777777778
Russia,TWICE,9,2296990.3333333335
UK,Addison Rae,9,5059606.0
France,MTV,9,8653872.444444444
USA,Bad Bunny,9,26069273.333333332
Canada,Sky Sports Football,9,1225390.6666666667
Canada,JustinBieberVEVO,9,18288949.111111112
India,Vivo India,9,12521143.888888888
UK,PlayStation,9,4708612.0
Canada,Shiloh & Bros,9,9136418.555555556
Canada,PlayStation,9,5232091.444444444
France,starshipTV,9,5254076.555555556
Brazil,Apex Legends,9,3847244.111111111
USA,Dua Lipa,9,8641591.555555556
USA,emma chamberlain,9,3903080.6666666665
Germany,BillieEilishVEVO,9,12269325.777777778
USA,Cyberpunk 2077,9,4700257.777777778
Brazil,Clash of Clans,9,11958189.222222222
Canada,TWICE,9,4174205.0
USA,Wendover Productions,9,700210.5555555555
Germany,Drew Gooden,9,1545337.3333333333
USA,Young Merkules,9,364075.6666666667
Germany,ESPN MMA,9,1248010.0
Canada,Smosh,9,686004.4444444445
Mexico,DAZN Boxing,8,2119244.25
Mexico,Maria Becerra Music,8,4575276.875
UK,The Late Late Show with James Corden,8,6127948.25
Brazil,PlayStation,8,5851317.375
Canada,cricket.com.au,8,22048668.5
France,NCT,8,3431719.875
Germany,Samsung,8,5831540.25
Russia,Motion Station,8,323570.75
USA,Addison Rae,8,5681961.125
USA,TWICE,8,3924386.125
S Korea,TREASURE (트레저),8,8915241.75
Russia,ArianaGrandeVevo,8,9658580.5
Russia,MAMAMOO,8,4460552.125
UK,Genshin Impact,8,1999385.375
Germany,Tottenham Hotspur,8,2323806.75
Germany,OneFootball English,8,515113.875
USA,ABC News,8,1977997.375
Mexico,MalumaVEVO,8,7078293.75
Canada,Juju Fitcats,8,2444304.625
UK,BANGTANTV,8,13034481.25
Canada,TaylorSwiftVEVO,8,9279850.75
France,Brawl Stars,8,18243082.875
USA,AfinArte Music,8,1899978.125
USA,TaylorSwiftVEVO,8,9148178.0
Russia,NBA,8,2043437.5
Russia,Dude Perfect,8,5567059.75
Russia,Dead by Daylight,8,453410.5
UK,ZHC Crafts,8,2389186.5
India,TaylorSwiftVEVO,8,7836368.875
Mexico,Bizarrap,8,12161136.75
Germany,TaylorSwiftVEVO,8,7836147.125
France,Chelsea Football Club,8,2249764.625
USA,Brawl Stars,8,21275156.25
Mexico,NBA,8,2860908.5
Germany,The Film Theorists,8,2307586.625
Germany,TheMacLife,8,1821072.875
S Korea,starshipTV,8,5745002.0
Brazil,KatyPerryVEVO,8,3942786.625
S Korea,TWICE,8,4647325.375
Brazil,Stray Kids,8,2362693.125
Germany,STUDIO CHOOM [스튜디오 춤],8,3054633.5
Russia,NFL,8,4654971.125
Brazil,TaylorSwiftVEVO,8,10030478.875
USA,Bachelor Nation,8,350756.75
Germany,PlayStation,8,4701935.125
France,MileyCyrusVEVO,8,9015547.5
Germany,FC Barcelona,8,2506203.125
Japan,KBS Kpop,8,1377054.625
USA,Tory Lanez,8,6342462.5
France,Serie A,8,3573661.25
UK,Call of Duty,8,2683573.375
USA,The Tonight Show Starring Jimmy Fallon,8,7679456.125
Russia,The Tonight Show Starring Jimmy Fallon,8,5792500.5
Canada,The Tonight Show Starring Jimmy Fallon,8,7631489.375
USA,TheWeekndVEVO,8,8143066.75
UK,BillieEilishVEVO,8,14277646.75
UK,cricket.com.au,8,19187722.375
UK,TaylorSwiftVEVO,8,8852336.625
Canada,Manchester United,8,2927761.125
Canada,Michou,8,4907939.25
Russia,WWE,8,1492769.875
USA,Grupo Firme,8,2584916.375
France,Dead by Daylight,8,642973.5
Brazil,Anitta,8,4844608.0
France,TaylorSwiftVEVO,8,7728815.125
Canada,Miniminter,8,1968891.5
S Korea,MAMAMOO,8,7634756.875
Russia,aespa,8,1884413.375
Germany,Addison Rae,8,4841870.625
USA,HBO Max,8,6173106.375
Russia,Various Artists - Topic,8,94642.875
Canada,MAMAMOO,8,7515265.875
India,Karikku,8,10326895.0
India,YRF,8,6572064.875
Mexico,TheWeekndVEVO,8,10312050.125
Canada,Moriah Elizabeth,8,3355653.0
UK,the Hacksmith,8,4723178.25
Russia,The Late Late Show with James Corden,8,4931516.125
Brazil,Dua Lipa,8,9574366.75
UK,Pamela Reif,8,1117616.5
Canada,Pierre Croce,8,1455242.5
Germany,Dreamcatcher official,8,3316945.375
Mexico,TaylorSwiftVEVO,8,9110010.125
Brazil,BillieEilishVEVO,8,16033944.25
Germany,Dude Perfect Plus,8,2113905.25
France,US Open Tennis Championships,8,817982.375
Brazil,CNCOVEVO,8,4117249.5
Canada,BBC,8,2124754.625
Germany,Dental Digest,8,12871020.75
Germany,Clash Royale,8,3521922.125
France,Warner Bros. Pictures,8,6975694.25
Canada,TODAY,8,916118.0
Canada,TREASURE (트레저),8,8732069.75
UK,NCT,8,4580656.875
France,The Tonight Show Starring Jimmy Fallon,8,7988777.125
Canada,Arsenal,8,1218342.25
USA,Mark Rober,7,18566279.14285714
Brazil,NFL,7,8428899.0
USA,The Late Show with Stephen Colbert,7,1578201.7142857143
Brazil,MAMAMOO,7,8592418.42857143
Mexico,Clash Royale,7,3135497.1428571427
Russia,TREASURE (트레저),7,3284307.285714286
Mexico,Flow La Movie,7,11946964.714285715
Russia,TaylorSwiftVEVO,7,4233531.714285715
Mexico,TWICE,7,4277035.142857143
Russia,KBS Kpop,7,1166702.0
Mexico,SpaceX,7,4831524.857142857
USA,Manchester United,7,3029102.714285714
Brazil,Clash Royale,7,3166304.285714286
Canada,NASASpaceflight,7,768338.2857142857
USA,Miniminter,7,2006637.7142857143
Russia,Hornstromp Games,7,4820173.285714285
Canada,Cardi B,7,22866846.714285713
USA,STUDIO CHOOM [스튜디오 춤],7,3184118.8571428573
Canada,Everton Football Club,7,2117041.0
Mexico,MAMAMOO,7,8732797.42857143
S Korea,MTV,7,12732713.857142856
Russia,Minecraft,7,1100937.857142857
Canada,ABC News,7,2101954.4285714286
Russia,Clash of Clans,7,5224521.857142857
Brazil,TWICE,7,4931211.714285715
S Korea,(G)I-DLE (여자)아이들 (Official YouTube Channel),7,7177482.428571428
Canada,BBC News,7,2203151.0
Canada,Bad Bunny,7,26443393.42857143
USA,NCT,7,4240905.714285715
Russia,아는형님 Knowingbros,7,3279749.285714286
Russia,채널 NCT DAILY,7,936847.0
Canada,Pidi,7,893616.4285714285
S Korea,The Late Late Show with James Corden,7,8158957.0
USA,Rancho Humilde,7,2207181.1428571427
USA,RauwAlejandroTv,7,8011988.0
Mexico,ZaynVEVO,7,3964392.714285714
USA,Tottenham Hotspur,7,2846404.285714286
Mexico,Justin Bieber,7,2094635.2857142857
Mexico,KHEA,7,8937684.285714285
Canada,Footasylum,7,1482276.7142857143
Mexico,KarolGVEVO,7,14729416.285714285
Canada,Megan Thee Stallion,7,5373785.142857143
Brazil,NCT,7,6378126.0
Canada,Mark Rober,7,18507671.57142857
USA,Cosmopolitan,7,1368063.857142857
Canada,the Hacksmith,7,5710064.0
Germany,Mark Rober,7,15452432.142857144
Canada,US Open Tennis Championships,7,930781.7142857143
France,PlayStation,7,3926782.0
Japan,Apple,7,18746825.714285713
Japan,Ayase / YOASOBI,7,3704930.0
UK,Complex,7,1034076.8571428572
India,JYP Entertainment,7,26657034.714285713
France,Star Wars,7,1148296.2857142857
Canada,Tory Lanez,7,6262698.857142857
Germany,Stray Kids,7,2299743.285714286
UK,Amazon Prime Video,7,5544080.285714285
Germany,BBC News,7,2270134.4285714286
USA,Amazon Prime Video,7,6314075.428571428
Canada,ShawnMendesVEVO,7,9981336.142857144
Canada,STUDIO CHOOM [스튜디오 춤],7,4036166.1428571427
UK,CalebCity,7,1847312.4285714286
Germany,Dua Lipa,7,8812286.42857143
Russia,MTV,7,8460563.857142856
Japan,LiSA Official YouTube,7,2947981.5714285714
UK,Justin Bieber,7,2024395.7142857143
UK,Skip and Shannon: UNDISPUTED,7,1298766.4285714286
UK,Mark Rober,7,17981905.0
France,ONEUS,7,1951267.2857142857
S Korea,League of Legends,7,11011874.714285715
Canada,MoreSidemen,7,4651628.571428572
Germany,Nintendo,7,2665739.4285714286
UK,Mnet K-POP,7,4088313.1428571427
UK,Smosh Pit,7,864753.1428571428
Germany,Wendover Productions,7,656196.4285714285
Germany,Hoonigan,7,3392211.1428571427
Germany,Genshin Impact,7,2031049.2857142857
Canada,DRIVETRIBE,7,1336856.0
UK,merrelltwins,7,1242335.857142857
USA,BBC,7,2285858.8571428573
France,1theK (원더케이),7,8788778.142857144
UK,Shiloh & Bros,7,9126858.0
India,BB Ki Vines,7,12689618.714285715
India,BBC News,7,2145317.4285714286
UK,Markiplier,7,5438191.714285715
Japan,NCT,7,6269037.142857143
USA,NBC News,6,12536232.333333334
Canada,Behzinga,6,1861582.0
Russia,Marques Brownlee,6,5521758.166666667
USA,SelenaGomezVEVO,6,15085821.333333334
Germany,Yes Theory,6,1410284.6666666667
Germany,Cyberpunk 2077,6,4598139.333333333
Germany,ShawnMendesVEVO,6,9585078.5
Germany,the Hacksmith,6,5713036.666666667
Japan,The Tonight Show Starring Jimmy Fallon,6,10891630.333333334
Japan,TWICE,6,3295579.6666666665
Germany,Speed Records,6,11440895.5
USA,CamiloVEVO,6,17732007.166666668
Mexico,Motion Station,6,495027.0
Germany,Sidemen,6,7644658.666666667
France,Marvel Entertainment,6,4528990.166666667
USA,MAMAMOO,6,9398542.666666666
Russia,M2,6,1011482.5
Germany,Sky Sports Football,6,1247485.3333333333
India,MTV,6,11067134.333333334
Mexico,Myke Towers,6,11196273.5
UK,HBO Max,6,6896155.166666667
France,NBA,6,2059087.3333333333
France,NASA,6,6876005.333333333
USA,cricket.com.au,6,24591568.5
USA,Daddy Yankee,6,13123390.833333334
India,The Tonight Show Starring Jimmy Fallon,6,9427545.333333334
UK,Samsung,6,7610520.666666667
Canada,LARRAY,6,6112898.833333333
Mexico,Apple,6,17286827.5
Japan,アニプレックス YouTube チャンネル,6,5726497.166666667
Germany,Liverpool FC,6,1892757.5
Russia,Star Wars,6,1053627.3333333333
Brazil,Genshin Impact,6,2739299.0
S Korea,BTS - Topic,6,5915853.666666667
Canada,SelenaGomezVEVO,6,14201251.666666666
Mexico,Call of Duty,6,1923079.6666666667
USA,ElAlfaElJefeTV,6,9599886.833333334
UK,TWICE,6,3623862.0
UK,ABC,6,622978.8333333334
France,ShawnMendesVEVO,6,10095085.666666666
USA,Cardi B,6,26341321.333333332
Canada,Samsung,6,7266027.166666667
USA,the Hacksmith,6,6531179.666666667
UK,TREASURE (트레저),6,10010988.166666666
Germany,Danny Gonzalez,6,1873467.5
Canada,TommyInnit,6,6191398.666666667
Canada,TheWeekndVEVO,6,9892213.833333334
France,YoungBoy Never Broke Again,6,5058903.5
France,TWICE,6,3295196.1666666665
USA,Hornstromp Games,6,11472662.0
Canada,Sky News,6,4240930.0
France,TOP MEDIA,6,2365208.6666666665
Mexico,Tottenham Hotspur,6,3590539.6666666665
USA,NASASpaceflight,6,852535.1666666666
UK,US Open Tennis Championships,6,991677.1666666666
S Korea,Serie A,6,6872739.166666667
Russia,BTS - Topic,6,2911400.8333333335
USA,TODAY,6,1237811.6666666667
Brazil,loonatheworld,6,3665564.3333333335
Brazil,starshipTV,6,5847492.333333333
Canada,Hornstromp Games,6,10260530.833333334
Germany,웃웃TwinsFromRussia,6,22410192.166666668
Germany,Markiplier,6,5572449.666666667
Mexico,Genshin Impact,6,2010144.6666666667
France,Justin Bieber,6,2172236.6666666665
S Korea,Samsung,6,7048182.166666667
Germany,starshipTV,6,4378200.166666667
Russia,Call of Duty,6,1571067.6666666667
France,KQ ENTERTAINMENT,6,8511570.333333334
Germany,cricket.com.au,6,24159574.333333332
Russia,Dua Lipa,6,5672557.833333333
Canada,Amazon Prime Video,6,6339751.0
Russia,Dreamcatcher official,6,2452270.0
USA,LARRAY,6,6272915.0
S Korea,The Tonight Show Starring Jimmy Fallon,6,10996741.5
USA,King Von,6,5104982.666666667
S Korea,The Emirates FA Cup,6,2252446.1666666665
France,Ozuna,6,17865363.0
UK,LARRAY,6,5771409.833333333
Germany,The Try Guys,6,2510978.5
USA,AmazingPhil,6,746366.1666666666
Germany,MAMAMOO,6,8252276.5
Mexico,ElAlfaElJefeTV,6,9135220.166666666
Canada,Cosmopolitan,6,1508514.0
Germany,TheEllenShow,6,1368350.1666666667
Germany,NCT,6,4187104.3333333335
USA,MoreSidemen,6,4852543.833333333
India,DM - Desi Melodies,6,22552691.333333332
Brazil,SpaceX,6,5128696.333333333
USA,MileyCyrusVEVO,6,12545471.666666666
Russia,ITZY,6,2298647.8333333335
UK,England & Wales Cricket Board,6,2127556.3333333335
India,BillieEilishVEVO,6,15096955.333333334
France,MBCkpop,6,4771648.833333333
France,M2,6,1612671.1666666667
Mexico,WWE,6,3196436.1666666665
Brazil,The Late Late Show with James Corden,6,8139287.0
Germany,The Late Late Show with James Corden,6,7283495.666666667
Canada,FabienOlicard,6,434709.5
UK,FortNine,6,408355.8333333333
UK,Cardi B,6,23889811.0
UK,The Tonight Show Starring Jimmy Fallon,6,9223518.333333334
India,Fortnite,6,6073537.833333333
S Korea,ITZY,6,3603962.8333333335
Brazil,STUDIO CHOOM [스튜디오 춤],6,3966148.6666666665
Mexico,ShawnMendesVEVO,6,11499758.0
UK,Dreamcatcher official,6,4335991.0
Brazil,TREASURE (트레저),6,10701959.833333334
USA,La Ross Maria,5,6361915.4
India,Google India,5,29079009.0
Canada,Neoxi,5,936999.6
Japan,レペゼン地球【公式】,5,3257242.2
Canada,Dental Digest,5,10892186.4
Canada,Tibo InShape,5,4399753.0
Japan,King Gnu official YouTube channel,5,3234453.4
Mexico,NPR Music,5,4946914.4
Canada,Daddy Yankee,5,13169822.8
S Korea,LaLiga Santander,5,2332565.8
France,Clash Royale,5,2206770.8
Mexico,NCT,5,7752034.0
Canada,Dream,5,20826426.4
UK,Bad Bunny,5,26472458.6
Canada,NBC News,5,11520492.6
USA,Adult Swim,5,3707995.8
France,CHUNG HA_Official,5,4197932.4
Mexico,KQ ENTERTAINMENT,5,10263512.0
Canada,The Telegraph,5,2351459.4
UK,웃웃TwinsFromRussia,5,21178483.2
France,Megan Thee Stallion,5,8779005.8
UK,Smosh,5,746655.4
USA,Vanity Fair,5,6506093.0
UK,TheWeekndVEVO,5,10033595.6
Mexico,Maluma,5,9255403.0
India,Mark Rober,5,15178276.6
France,Bad Bunny,5,20720792.4
S Korea,OH MY GIRL,5,3597945.0
Mexico,Minecraft,5,2669332.4
Canada,England,5,865482.2
Canada,Morgan VS,5,787080.0
Canada,GIMS,5,1664977.6
S Korea,THE BOYZ,5,4245592.8
S Korea,Manchester United,5,3432443.8
India,ArianaGrandeVevo,5,19995568.0
USA,Behzinga,5,1944561.8
Russia,Amazon Prime Video,5,2556322.6
UK,emma chamberlain,5,4494885.4
USA,Dream,5,21292290.2
Canada,AFTV,5,782414.2
UK,You Suck At Cooking,5,649939.6
Russia,Boston Dynamics,5,4314313.2
Canada,AmazingPhil,5,831682.4
Canada,America's Got Talent,5,3570039.2
S Korea,Chelsea Football Club,5,2555648.2
Canada,Adult Swim,5,3671294.8
France,ITZY,5,3568506.4
Japan,STUDIO CHOOM [스튜디오 춤],5,2291027.4
Brazil,(G)I-DLE (여자)아이들 (Official YouTube Channel),5,9947312.6
Canada,Ozuna,5,18820849.0
Mexico,STUDIO CHOOM [스튜디오 춤],5,4244338.2
Canada,CBC News: The National,5,1491134.6
Russia,(G)I-DLE (여자)아이들 (Official YouTube Channel),5,4716112.0
Canada,Lolywood,5,1044446.8
USA,KQ ENTERTAINMENT,5,10307003.2
Canada,King Von,5,5735921.6
Canada,KatyPerryVEVO,5,5450504.0
Canada,Vanity Fair,5,6300833.0
S Korea,[햄지]Hamzy,5,3985488.8
USA,ShawnMendesVEVO,5,13732347.8
Japan,米津玄師,5,3601882.2
India,ashish chanchlani vines,5,22080018.0
Canada,Bazar du Grenier,5,876491.6
India,SUFISCORE,5,12749491.2
France,(G)I-DLE (여자)아이들 (Official YouTube Channel),5,9310247.0
Mexico,Fortnite,5,3197876.4
Mexico,Everton Football Club,5,2372488.4
USA,Myke Towers,5,10154653.6
USA,Dental Digest,5,10796952.4
Germany,Screen Junkies,5,1126104.6
UK,ShawnMendesVEVO,5,12094071.2
USA,Sky Sports Football,5,1479801.0
USA,dojacatVEVO,5,7959148.4
UK,PewDiePie,5,7041912.8
Russia,HBO Max,5,6473247.2
Germany,Vanity Fair,5,5810470.0
Germany,Various Artists - Topic,5,567841.8
UK,Vanity Fair,5,6248114.6
Germany,Bad Bunny,5,21727393.2
USA,Recording Academy / GRAMMYs,5,3802759.0
UK,SSSniperWolf,5,7340341.6
Germany,Cosmopolitan,5,1584725.6
UK,Vat19,5,1192096.2
Germany,Justin Bieber,5,2298456.8
USA,TommyInnit,5,5867188.4
Germany,NHL,5,216745.6
Germany,KQ ENTERTAINMENT,5,8933223.8
UK,STUDIO CHOOM [스튜디오 춤],5,4281421.0
Germany,XXL,5,2547246.8
Russia,TheWeekndVEVO,5,6546810.0
Russia,Cosmopolitan,5,962999.2
Russia,NASA,5,7338830.4
Germany,The Tonight Show Starring Jimmy Fallon,5,9990511.8
Germany,ArianaGrandeVevo,5,20768860.8
UK,Recording Academy / GRAMMYs,5,4296676.8
Brazil,melanie martinez,5,3210078.8
Germany,TommyInnit,5,5785966.2
Germany,TheWeekndVEVO,5,11605860.6
Germany,Boston Dynamics,5,5954978.8
Brazil,1theK (원더케이),5,11162264.8
Germany,Arsenal,5,1514939.4
Brazil,ShawnMendesVEVO,5,13131910.0
Germany,Cardi B,5,24369748.8
Germany,Chelsea Football Club,5,1092017.4
USA,loonatheworld,5,4229370.4
Russia,TheMacLife,5,740064.8
USA,melanie martinez,5,3248024.8
UK,TODAY,5,1953472.6
France,WWE,5,3731599.8
Germany,ESPN,5,1816605.0
Germany,Dylan Ayres,5,4989151.8
Germany,The Food Theorists,5,2103079.6
Germany,Dream,5,19417305.6
Germany,TWICE,5,3013168.2
UK,NBA on ESPN,5,525741.4
USA,Sky News,5,4990092.4
UK,Tory Lanez,5,7781875.2
France,NASASpaceflight,5,883470.6
UK,Megan Thee Stallion,5,8929442.6
France,NPR Music,5,4117164.8
France,UFC - Ultimate Fighting Championship,5,2808789.2
UK,Stray Kids,5,1981723.0
USA,TREASURE (트레저),5,13386744.8
Germany,T-Series,5,36649721.4
UK,NBC News,5,8144007.4
France,Manchester United,5,2418336.2
Russia,SelenaGomezVEVO,5,8877018.6
France,Stone Music Entertainment,5,14532600.6
France,Samsung,5,8274926.6
Russia,Vie GIẢITRÍ [ RAP VIỆT Official ],5,8019488.6
UK,MAMAMOO,5,10148968.6
Brazil,Marvel Entertainment,5,3078247.8
Germany,Manchester United,5,2855308.0
Germany,Jake Paul,5,5526167.8
Russia,Saturday Night Live,5,3937139.8
Russia,Stone Music Entertainment,5,6994003.6
UK,King Von,5,5355507.2
Russia,Samsung,5,2956726.2
France,SelenaGomezVEVO,5,13732945.6
UK,KQ ENTERTAINMENT,5,9958047.2
USA,USA TODAY,4,568971.25
USA,ITZY,4,4620334.5
USA,ZaynVEVO,4,6789106.5
France,The Late Late Show with James Corden,4,9351342.0
USA,Stray Kids,4,2510614.0
USA,HarryStylesVEVO,4,13739326.25
USA,BBC News,4,3069183.25
Brazil,Everton Football Club,4,2480048.5
Canada,MichouOff,4,1509614.0
Brazil,Cardi B,4,35753295.75
USA,T-Mobile,4,19105795.5
USA,TIME,4,1731445.0
France,Various Artists - Topic,4,82072.25
Canada,PewDiePie,4,7211919.75
Brazil,NBA,4,3531695.5
Brazil,NASA,4,10184171.75
Canada,OneFootball English,4,595637.0
Canada,OliviaRodrigoVEVO,4,16317433.0
USA,PrizMatex,4,7970652.5
France,TravisScottVEVO,4,4118071.5
Canada,Magic: The Gathering,4,5578899.25
Canada,KBS Kpop,4,930457.0
USA,BT Sport Boxing,4,5138821.0
France,BBC,4,3065886.75
France,Tory Lanez,4,5967218.5
USA,Jeep,4,9600375.5
Brazil,Stone Music Entertainment,4,20541562.25
France,Windies Cricket,4,4142167.5
Brazil,Nintendo,4,5011474.75
UK,loonatheworld,4,4660374.75
USA,KatyPerryVEVO,4,6458107.25
USA,KarolGVEVO,4,21549183.25
UK,TIME,4,1845599.5
Brazil,SelenaGomezVEVO,4,20439494.75
Canada,Recording Academy / GRAMMYs,4,4660840.0
USA,OliviaRodrigoVEVO,4,16365566.5
Canada,Walt Disney Studios,4,3244424.75
USA,CBS News,4,2898828.25
Canada,VodK,4,876472.25
USA,ESPN Deportes,4,1155800.75
USA,Sony Pictures Entertainment,4,2765421.0
France,loonatheworld,4,3876304.0
France,Nintendo,4,2938102.0
Canada,loonatheworld,4,4983987.25
Brazil,KQ ENTERTAINMENT,4,13046768.5
Canada,melanie martinez,4,3686439.75
USA,Samsung,4,10370430.0
Canada,TIME,4,1690587.25
Canada,Boston Dynamics,4,7998915.75
Canada,Booska-P.com,4,1163660.5
France,Recording Academy / GRAMMYs,4,4186630.25
Brazil,ITZY,4,4754923.0
USA,LaLiga Santander,4,2227876.25
France,HBO Max,4,9810163.0
Germany,1theK (원더케이),4,8935815.75
USA,Chelsea Football Club,4,2529842.25
France,Cyberpunk 2077,4,5468602.25
France,선미 SUNMI,4,3179413.0
France,HyunA,4,5499204.0
Brazil,BTS - Topic,4,6226496.0
Canada,SidemenReacts,4,1982189.5
Brazil,Apple,4,22278795.25
USA,DemiLovatoVEVO,4,4230029.0
Canada,GRM Daily,4,2179477.0
Brazil,Recording Academy / GRAMMYs,4,4958960.0
Brazil,BT Sport,4,5156701.75
Canada,T-Mobile,4,19091586.25
Germany,Amazon Prime Video,4,4644262.25
USA,AFTV,4,888133.5
Germany,America's Got Talent,4,4119122.75
France,THE BOYZ,4,3289139.5
Canada,BT Sport Boxing,4,5080612.5
USA,Walt Disney Studios,4,3440190.25
USA,NHL,4,259228.0
Brazil,DemiLovatoVEVO,4,4630097.5
USA,MBCkpop,4,7529430.0
Canada,Stone Music Entertainment,4,18570274.5
USA,Magic: The Gathering,4,5661430.75
Canada,Cricbuzz,4,486582.5
Canada,BTS - Topic,4,5762537.0
USA,The Late Late Show with James Corden,4,12090714.0
Brazil,Dreamcatcher official,4,8181967.0
Canada,Dreamcatcher official,4,7667641.0
Germany,ABC News,4,2202285.25
Canada,Doc Jazy,4,1089310.0
Brazil,HyunA,4,6738980.75
Canada,TUDN México,4,2229140.75
Canada,CamiloVEVO,4,20516072.25
Canada,CLC 씨엘씨 (Official YouTube Channel),4,6568464.25
Canada,KQ ENTERTAINMENT,4,12407645.75
Brazil,Minecraft,4,3013273.0
USA,Bruno Mars,4,10622926.5
India,James Charles,4,10499857.5
Germany,GIMS,4,1468239.75
Germany,The Official Pokémon YouTube channel,4,2915890.5
S Korea,HyunA,4,6864234.75
Mexico,The Late Late Show with James Corden,4,10693656.75
Russia,KQ ENTERTAINMENT,4,3492418.0
S Korea,Imagine your Korea,4,4480461.75
Mexico,TOP MEDIA,4,3963727.5
Mexico,TREASURE (트레저),4,13395335.5
Mexico,Wisin,4,15754290.75
Germany,Shiloh & Bros,4,11253319.25
Russia,America's Got Talent,4,3231524.25
Germany,Sky Sports Boxing,4,1137466.5
S Korea,Marvel Entertainment,4,9683051.0
